assemblydist,address,boro_name,communityboard,congressionaldist,coundist,gardenname,juris,multipolygon,openhrsf,openhrsm,openhrssa,openhrssu,openhrsth,openhrstu,openhrsw,parksid,policeprecinct,statesenatedist,status,zipcode
74,198 Avenue B,Manhattan,103,12,2,Vamos A Sembrar,DPR,"MULTIPOLYGON (((-73.97920431929175 40.72834053791224, -73.9790131596905 40.728259921205854, -73.9789808360836 40.72830433110229, -73.97897959857058 40.72830599951908, -73.97894894375861 40.7283473137619, -73.97894763992777 40.728349070416066, -73.97895058936547 40.72835031455784, -73.97913953113179 40.7284300502677, -73.97917155160852 40.728385809568294, -73.97920431929175 40.72834053791224)))",12:00 p.m. - 5:00 p.m.,12:00 p.m. - 5:00 p.m.,12:00 p.m. - 5:00 p.m.,12:00 p.m. - 5:00 p.m.,,12:00 p.m. - 5:00 p.m.,12:00 p.m. - 5:00 p.m.,M343-GT001,9,27,Active,10009
68,170 East 117th Street,Manhattan,111,13,8,Corozal Family,DPR,"MULTIPOLYGON (((-73.94072706885471 40.79872521825261, -73.94067609780619 40.79870336482273, -73.94049734060971 40.79895734773068, -73.94054234956228 40.79897591043977, -73.94072576380826 40.79872698976464, -73.94072706885471 40.79872521825261)))",,,,,,,,M331-GT001,25,30,Active,10035
66,110 E Houston Street,Manhattan,103,10,2,Liz Christy Garden,DPR,"MULTIPOLYGON (((-73.99154946616487 40.72406989843571, -73.99161943462782 40.72409105921303, -73.99161902143643 40.724091849830046, -73.99186724739198 40.724166919671475, -73.99183385009329 40.72423083815314, -73.99205344420389 40.72429724896245, -73.99229874790154 40.72437143517071, -73.99234628103464 40.72423626560562, -73.99132369280964 40.723927007748586, -73.99128010311134 40.72398825709443, -73.9915495407541 40.72406974355359, -73.99154946616487 40.72406989843571)))",,,12:00 p.m. - 5:00 p.m.,12:00 p.m. - 5:00 p.m.,6:00 p.m. - 8:00 p.m.,6:00 p.m. - 8:00 p.m.,,M326-GT001,9,27,Active,10003
74,530 East 6th Street,Manhattan,103,10,2,Creative Little Garden,DPR,"MULTIPOLYGON (((-73.98246335106579 40.72475260087837, -73.98254046016072 40.72478496879133, -73.98271184496731 40.72454933230269, -73.98263473606178 40.72451696450347, -73.98246335106579 40.72475260087837)))",1:00 p.m. - 2:00 p.m.,1:00 p.m. - 2:00 p.m.,1:00 p.m. - 4:00 p.m.,1:00 p.m. - 4:00 p.m.,1:00 p.m. - 2:00 p.m.,1:00 p.m. - 2:00 p.m.,1:00 p.m. - 2:00 p.m.,M315-GT001,9,27,Active,10009
65,194 East 3rd Street,Manhattan,103,10,2,Miracle Garden,DPR,"MULTIPOLYGON (((-73.98336005373025 40.72275143132884, -73.98350618488237 40.72281299496878, -73.98369533898335 40.722553809376144, -73.9835492105929 40.72249224237245, -73.98336005373025 40.72275143132884)))",9:00 a.m. - 3:00 p.m.,9:00 a.m. - 3:00 p.m.,9:00 a.m. - 3:00 p.m.,,9:00 a.m. - 3:00 p.m.,9:00 a.m. - 3:00 p.m.,9:00 a.m. - 3:00 p.m.,M314-GT001,9,27,Active,10009
69,8 West 104th Street,Manhattan,107,13,7,West 104th Street Garden,DPR,"MULTIPOLYGON (((-73.96196633717416 40.797065560914085, -73.96203226769073 40.79709405915075, -73.96209625151117 40.797120284748786, -73.96217849008202 40.797007725890985, -73.96227574490672 40.79687461257956, -73.96221216800033 40.796847832505726, -73.96214583090057 40.79681989074605, -73.96212528189473 40.796811234696186, -73.96206623048265 40.79678636148577, -73.96188673536791 40.797032031530755, -73.96196633717416 40.797065560914085)))",,,10: 00 a.m. - 4:00 p.m,10: 00 a.m. - 4:00 p.m,,,,M306-GT001,24,30,Active,10025
68,342-353 Pleasant Avenue,Manhattan,111,13,8,Pleasant Village Community Garden,DPR,"MULTIPOLYGON (((-73.93140272429312 40.796749442282895, -73.93144538061266 40.796690972987605, -73.93168926144818 40.796794005294934, -73.93194489868888 40.79642774039222, -73.93170986520238 40.796328445533135, -73.93157894581616 40.79650724410481, -73.93149583049956 40.796472130170955, -73.9314210784302 40.79644054931177, -73.93141374334316 40.79643745082959, -73.93123716252576 40.796679496359204, -73.93140272429312 40.796749442282895)))",,,1:00 p.m. - 6:00 p.m.,1:00 p.m. - 6:00 p.m.,,,,M299-GT001,25,29,Active,10035
66,421 AVENUE OF THE AMER,Manhattan,102,10,3,Jefferson Market Garden,DPR,"MULTIPOLYGON (((-73.99933994000222 40.73419771721962, -73.99892042722726 40.73477375006885, -73.99981674046778 40.73465023411428, -73.9995164366602 40.7341522181294, -73.99933994000222 40.73419771721962)))",,,,,,,,M278-GT001,6,27,Not GreenThumb,10011
65,710 East 5th Street,Manhattan,103,10,2,El Jardin del Paraiso,DPR,"MULTIPOLYGON (((-73.97947627134536 40.72238102743974, -73.97941368055852 40.722354480953335, -73.9795843518633 40.722122242033834, -73.97954806001648 40.72210684588575, -73.97954731207157 40.7221065323756, -73.9795195054748 40.72209518371466, -73.97938564434773 40.72204055022816, -73.97924741056708 40.72198413278875, -73.9791918579436 40.72196145963952, -73.97917927082825 40.721955935439645, -73.97901305242 40.722184558129776, -73.97900203566034 40.722179885178434, -73.97892325800315 40.722146472688614, -73.97875080968552 40.72238370722687, -73.97881677527758 40.72241222771073, -73.9788292287452 40.72241761144581, -73.97890764906835 40.72245151561135, -73.97898606947126 40.722485419723355, -73.97898588829935 40.722485669131416, -73.97904479374863 40.72251065279533, -73.9790646663889 40.72251908157684, -73.97914344810998 40.72255248856577, -73.97922380154446 40.722586569365326, -73.97930257987257 40.72261998164753, -73.97938066240255 40.72265310018496, -73.97955827093729 40.722415806194924, -73.97947627134536 40.72238102743974)))",,,11:00a - 7:00p,,,11:00a - 7:00p,,M268-GT001,9,27,Active,10009
69,191 Riverside Drive,Manhattan,107,12,6,Garden People,DPR,"MULTIPOLYGON (((-73.97899093812129 40.793090280744494, -73.97899442218396 40.79308481084091, -73.97899668238762 40.79307898141469, -73.97899765588468 40.79307295004194, -73.97899731655748 40.79306687790745, -73.97899567501791 40.79306093070515, -73.97899277387162 40.79305526693082, -73.97898869245643 40.79305004148482, -73.97898354092132 40.79304539396469, -73.9789774578568 40.793041449565045, -73.97897060674099 40.79303831547513, -73.97896317357197 40.79303607547526, -73.97895535738833 40.79303479083566, -73.97894737145563 40.793034495814204, -73.97893942786266 40.793035198554165, -73.9789317446315 40.793036879284344, -73.97892452557353 40.79303949391757, -73.97866082850823 40.79328533867417, -73.9785743626041 40.793365297851906, -73.97857189211561 40.793369046174696, -73.97857012537142 40.793373017952284, -73.97856909912724 40.793377137549605, -73.97856882999662 40.79338132662616, -73.97856932511539 40.79338550323784, -73.97857057503012 40.79338958813882, -73.97857187401338 40.79339215570618, -73.97857255606903 40.7933935020807, -73.97857522797008 40.79339717121491, -73.97857942274118 40.79339989870894, -73.97861512273403 40.79342310762434, -73.97862524776633 40.793429690357364, -73.97862573015854 40.7934292320923, -73.97862862688089 40.79342648430306, -73.97880808571277 40.793256249071405, -73.97899093812129 40.793090280744494)))",,,,,,,,M071-GT001,24,47,Not GreenThumb,10024
56,835 Gates Ave Brooklyn NY 11221,Brooklyn,303,8,36,Stuyvesant Garden - Stuyvesant Houses (NYCHA),NYCHA,"MULTIPOLYGON (((-73.93110861372983 40.68800911072141, -73.93112224155028 40.68807820359048, -73.9310057887729 40.688088561778976, -73.93102621757012 40.688204583605135, -73.93105532647819 40.68820590499235, -73.93105701790876 40.68822676190314, -73.93103303886856 40.68823196150907, -73.93104667339644 40.68829453647111, -73.9306082469763 40.688346411776365, -73.93061845088664 40.68841419959446, -73.93126581588942 40.68833637936548, -73.93119938367093 40.687996130089495, -73.93110861372983 40.68800911072141)))",,,,,,,,BGT176,81,25,Inactive (No Group),11221
51,"219 34th St. Brooklyn, NY 11232",Brooklyn,307,10,38,Los Colibries Community Garden,PRI,"MULTIPOLYGON (((-74.00166565366716 40.65492651603685, -74.0019023092392 40.65470036732629, -74.00185626647333 40.65467263215373, -74.00161961320832 40.654898779869754, -74.00166565366716 40.65492651603685)))",,,,,,,,BGT172,72,26,Not GreenThumb,11232
52,"195 Wyckoff Street Boerum Hill, Brooklyn",Brooklyn,302,10,39,Wyckoff Bond Garden,PRI,"MULTIPOLYGON (((-73.98656291513755 40.684638995281354, -73.98664700006509 40.68451460178324, -73.98657683690496 40.68448771148042, -73.9864926975555 40.684611658266434, -73.98656291513755 40.684638995281354)))",,,,,,,,BGT171,84,26,Not GreenThumb,11217
41,2985 Avenue X Brooklyn NY 11229,Brooklyn,315,8,46,The Sunlight Garden - Sheepshead Nostrand Houses (NYCHA),NYCHA,"MULTIPOLYGON (((-73.93795699386594 40.59424559808461, -73.93799124187301 40.5943909573795, -73.93805063479985 40.59438503335417, -73.93804753217272 40.594360013351846, -73.93811943165201 40.594349330465114, -73.93809763369809 40.59426116112592, -73.93826799859467 40.59424219140251, -73.93827731552545 40.594307719360884, -73.9383836044277 40.59428871503163, -73.93836806000466 40.59419816631246, -73.93795699386594 40.59424559808461)))",,,,,,,,BGT170,61,23,Active,11229
44,252-256 St. Marks Avenue,Brooklyn,308,10,35,Prospect Heights Community Farm,BANG,"MULTIPOLYGON (((-73.96783677743201 40.677920741667215, -73.96759697464407 40.67787037253658, -73.96746853562017 40.678231026617624, -73.96770834079076 40.67828139601408, -73.96783677743201 40.677920741667215)))",5:00 to 7:00 p,,10:00 a.m. to 4:00 p,10:00 a.m. to 6:00 p,4:00 p.m. to 6:00 p,4:00 p.m. to 6:00 p,4:00 p.m. to 6:00 p,BGT048,77,25,Active,11238
57,460 Washington Avenue,Brooklyn,302,7,35,Hollenback Community Garden,BQLT,"MULTIPOLYGON (((-73.96586192561313 40.685187572017945, -73.96585059460762 40.685131135254615, -73.9658423137687 40.685089893765344, -73.96583463235031 40.68505163675613, -73.96574697635306 40.68506175048311, -73.96534470247542 40.685108164989614, -73.96537200067833 40.685244098567416, -73.96586192561313 40.685187572017945)))",,,10:00 a.m. to 6:00 p.m.,10:00 a.m. to 6:00 p.m.,,,,BGT028,88,25,Active,11238
56,978 Greene Avenue,Brooklyn,303,8,36,Garden of Angels,BQLT,"MULTIPOLYGON (((-73.9286932900816 40.69090204948123, -73.92869207580719 40.69089584148977, -73.92864280243312 40.69061974774662, -73.92855367337955 40.69063003664471, -73.9286029452101 40.690906129524436, -73.92860421360278 40.69091261220697, -73.9286932900816 40.69090204948123)))",,,,,,,,BGT005,81,25,Active,11221
56,1680 Pacific Street,Brooklyn,308,9,36,Imani II Community Garden,DPR,"MULTIPOLYGON (((-73.93305525282933 40.67665412805992, -73.9330692086909 40.67648090861492, -73.93305227064822 40.67648007749079, -73.93305857560047 40.676406391116764, -73.93287752864616 40.67639652045383, -73.93287044364706 40.67646823693673, -73.93294604642149 40.67647235945469, -73.93292905166302 40.676644361418404, -73.93305525282933 40.67665412805992)))",,,10:00 a.m. - 1:00 p.m.,,,,8:00 a.m. - 10:00 a.m.,B579-GT001,77,20,Active,11213
55,774 Halsey Street Brooklyn,Brooklyn,303,8,41,Halsey Ralph & Howard Community Garden,DPR,"MULTIPOLYGON (((-73.92275602541629 40.68459289528026, -73.92282674661396 40.684584648095765, -73.92287268320008 40.68480818651165, -73.92296309032916 40.68479764261766, -73.92290808397337 40.68452997206616, -73.92282798675491 40.684539313441284, -73.92276284393598 40.68454690969718, -73.92274695722938 40.684548763096984, -73.92275602541629 40.68459289528026)))",9 a.m. to 1:00 p.m.,9 a.m. to 1:00 p.m.,closed,10 a.m. to 3:00 p.m.,9 a.m. to 1:00 p.m.,9 a.m. to 1:00 p.m.,9 a.m. to 1:00 p.m.,B574-GT001,81,25,Active,11233
55,615 Saratoga Avenue,Brooklyn,316,8,41,Isabahlia Community Garden,DPR,"MULTIPOLYGON (((-73.91620033574875 40.66588236340365, -73.91645343940813 40.665846621402224, -73.91643631693351 40.6657763218686, -73.91618321471432 40.6658120638335, -73.91620033574875 40.66588236340365)))",9:00 a.m. - 12:00 p.m.,9:00 a.m. - 1:00 p.m.,9:00 a.m. - 12:00 p.m.,,9:00 a.m. - 12:00 p.m.,9:00 a.m. - 1:00 p.m.,9:00 a.m. - 1:00 p.m.,B565-GT001,73,25,Active,11212
60,554 Snediker Avenue,Brooklyn,305,8,42,Positive Seeds of Life Garden,DPR,"MULTIPOLYGON (((-73.8990275410438 40.661321172505666, -73.89940019332494 40.66126396858781, -73.8993726624492 40.661159962714976, -73.8990000107254 40.66121716654435, -73.8990275410438 40.661321172505666)))",12:00 p.m. - 4:00 p.m.,12:00 p.m. - 4:00 p.m.,11:00 p.m.  -  4:00 p.m.,,12:00 p.m. - 4:00 p.m.,12:00 p.m. - 4:00 p.m.,12:00 p.m. - 4:00 p.m.,B564-GT001,75,19,Active,11207
55,386 Chester Street,Brooklyn,316,8,41,Living Laboratory Community Garden,DPR,"MULTIPOLYGON (((-73.90997520569077 40.66217349893578, -73.91004592568065 40.66216285432036, -73.91011664683177 40.662152208761874, -73.91018736559398 40.662141564058565, -73.91025808551738 40.662130918412174, -73.91023726673791 40.66205011591109, -73.91016654689686 40.66206076154477, -73.91009582703445 40.66207140623446, -73.91002510714948 40.66208205088067, -73.90995438724072 40.66209269638388, -73.90988826479813 40.662102649345805, -73.90990984133728 40.662183338137716, -73.90997520569077 40.66217349893578)))",,,,,,,,B557-GT001,73,25,Active,11212
53,1278 Myrtle Avenue,Brooklyn,304,7,34,Know Waste Lands,DPR,"MULTIPOLYGON (((-73.92604058063425 40.69790965272427, -73.92612452093532 40.697871585231866, -73.92600870650755 40.697765056731534, -73.92587742090491 40.69768224665924, -73.92579478733967 40.69776565472712, -73.9258735191538 40.69781281127905, -73.92591034210888 40.69791814634195, -73.92604058063425 40.69790965272427)))",,,10:00a - 3:00p,10:00a - 1:00p,8:00a - 4:00p,,,B556-GT001,83,18,Active,11221
53,347 Keap Street,Brooklyn,301,7,34,Keap Fourth Community Garden,DPR,"MULTIPOLYGON (((-73.95465863124053 40.70915068897213, -73.95483834428536 40.7092148462939, -73.95493352005634 40.70906602820267, -73.95475380731996 40.709001872829255, -73.95465863124053 40.70915068897213)))",10:00a - 7:00p,10:00a - 7:00p,10:00a - 7:00p,10:00a - 7:00p,10:00a - 7:00p,10:00a - 7:00p,10:00a - 7:00p,B550-GT001,90,18,Active,11211
60,956 New Lots Ave,Brooklyn,305,8,42,400 Montauk Community Garden,DPR,"MULTIPOLYGON (((-73.87675015169391 40.66850600146945, -73.87661315286579 40.668570982668456, -73.87678732680706 40.66880466605771, -73.87681797968554 40.6688152394283, -73.87694386444164 40.66876099376308, -73.87675015169391 40.66850600146945)))",,,,,,,,B535-GT001,75,19,Active,11208
56,9-11 Rochester Avenue,Brooklyn,303,8,41,Seasons of Vision Garden,DPR,"MULTIPOLYGON (((-73.92727378548781 40.6787895489164, -73.92727911169578 40.67873217238105, -73.92719999503016 40.67872788903014, -73.92712938840263 40.678724066675244, -73.9270704498059 40.67872087573003, -73.92700381138569 40.67871726743418, -73.92699848375918 40.67877464395618, -73.92690325418025 40.67876948838446, -73.92689817063305 40.67882424635954, -73.92696757683909 40.67882800505822, -73.92710625325769 40.67883551323868, -73.92717839760566 40.67883941852773, -73.92726869869388 40.67884430780598, -73.92727378548781 40.6787895489164)))",,,,12:00 p.m. - 2 :30 p.m.,,,,B530-GT001,81,20,Active,11233
55,16 Somers Street,Brooklyn,316,8,41,Phoenix Community Garden,DPR,"MULTIPOLYGON (((-73.91119439985927 40.67866452525171, -73.91269873161654 40.678488584822446, -73.91270031015144 40.67847816255953, -73.91114434076336 40.67839477516768, -73.91119439985927 40.67866452525171)))",12:00p - 4:00p,5:00p - 7:00p,10:00 - 4:00pm,9:00 - 4:00pm,5:00p - 7:00p,5:00p - 8:00p,5:00p - 7:00p,B517-GT001,73,25,Active,11233
55,410 Livonia Avenue,Brooklyn,316,8,42,Powell Street Garden,DPR,"MULTIPOLYGON (((-73.90144209000884 40.66328408527247, -73.90151838441966 40.66355804727065, -73.90225230238927 40.663447392795504, -73.90218186853106 40.66317242948894, -73.90180943768125 40.66322864212755, -73.90144209000884 40.66328408527247)))",9:00 a.m. - 1:00 p.m.,9:00 a.m. - 1:00 p.m.,,,9:00 a.m. - 1:00 p.m.,9:00 a.m. - 1:00 p.m.,9:00 a.m. - 1:00 p.m.,B516-GT001,73,19,Active,11212
55,754 Thomas Boyland Street,Brooklyn,316,8,41,It's All About Brownsville,DPR,"MULTIPOLYGON (((-73.91211598848601 40.66198228264246, -73.91206104861128 40.66176797710389, -73.91177472797973 40.66181319793615, -73.91182966697178 40.662027503610325, -73.91211598848601 40.66198228264246)))",,,9:00 a.m. - 11:00 a.m. & 1:00 p.m. - 3:00 p.m.,9:00 a.m. - 11:00 a.m. &  1:00 p.m. - 3:00 p.m.,9:00 a.m. - 11:00 p.m. & 4:00 p.m. - 6:00 p.m.,,9:00 a.m. - 11:00 a.m. &  4:00 p.m. - 6:00 p.m.,B512-GT001,73,25,Active,11212
77,955 Sherman Avenue,Bronx,204,15,16,"Sun, Wind & Shade Oasis",BLT,"MULTIPOLYGON (((-73.91940704796717 40.82855340316392, -73.9194351033453 40.82856282844106, -73.91949180056305 40.828461484865755, -73.91950511289237 40.82843769226496, -73.91948821542918 40.82843223877573, -73.91917080577704 40.82832978800105, -73.91910097036438 40.828454610726595, -73.91940704796717 40.82855340316392)))",,,8:00 a.m. to 8:00 p.m.,8:00 a.m. to 8:00 p.m.,,,,XGT034,44,32,Active,10456
84,551 Cauldwell Avenue,Bronx,201,15,17,The Classics Bronx Community Garden,BLT,"MULTIPOLYGON (((-73.91085309071063 40.8142122804999, -73.91119832926316 40.814287246794876, -73.91123412829813 40.81418700575887, -73.91126036451277 40.81411354445206, -73.91091078926036 40.814048855970285, -73.91085309071063 40.8142122804999)))",,,,,,,,XGT008,40,29,Active,10455
79,757 East 179th Street,Bronx,206,15,15,Clinton Avenue Community Garden,NYRP,"MULTIPOLYGON (((-73.88809390760386 40.84612324928923, -73.88818979434058 40.8460108400756, -73.88790895558114 40.84587071104302, -73.887889754453 40.845861130047346, -73.88782583987486 40.84593314427604, -73.88779140489706 40.845973297087916, -73.88809390760386 40.84612324928923)))",,,,,,,,XGT003,48,32,Active,10457
79,836 Elton Avenue,Bronx,203,15,17,La Isla USA,DPR,"MULTIPOLYGON (((-73.91263184286325 40.82273735428024, -73.91229589110334 40.82263031299557, -73.91222472670826 40.822762584077346, -73.91256466856304 40.82286280553188, -73.91263026355271 40.82274033552736, -73.91263184286325 40.82273735428024)))",,1:00 p.m. - 6:00 p.m.,1:00 p.m. - 6:00 p.m.,,,1:00 p.m. - 6:00p.m.,1:00 p.m. - 2:00 p.m.,X341-GT001,42,32,Active,10451
79,"1460 Washington Avenue, Bronx, NY 10456",Bronx,203,15,16,Flower garden- Morris II Houses (NYCHA),NYCHA,"MULTIPOLYGON (((-73.90285464191425 40.83624763081254, -73.90312368397203 40.83632576697987, -73.9031746663616 40.83621430607826, -73.902935739879 40.83613619537679, -73.90285464191425 40.83624763081254)))",12:00 P.M - 4:00 P.M,12:00 P.M - 4:00 P.M,12:00 P.M - 4:00 P.M,Closed,12:00 P.M - 4:00 P.M,12:00 P.M - 4:00 P.M,Closed,XGT088,42,32,Active,10456
82,2761 Sampson Avenue Bronx NY 10465,Bronx,210,14,13,Love Community Garden - Throggs Neck houses (NYCHA),NYCHA,"MULTIPOLYGON (((-73.82293873721201 40.818951429747166, -73.8227293163849 40.819016224801274, -73.82273774345046 40.81903160565974, -73.82285227372604 40.81900014266845, -73.82290073525385 40.81908956004397, -73.82303069577604 40.81904401426949, -73.82298825323068 40.81896484755495, -73.8229726016612 40.81895386356203, -73.82293873721201 40.818951429747166)))",,,,,,,,XGT083,45,34,Inactive (Group Forming),10465
86,1885 UNIVERSITY AVENUE,Bronx,205,13,14,Linden Bushwick - Calvary Methodist Church,PRI,"MULTIPOLYGON (((-73.91335412401651 40.852728572162995, -73.91366359074065 40.85291529960445, -73.91372587526865 40.85285748871029, -73.91379035512348 40.85279764070945, -73.91385282940904 40.85273965339119, -73.91391730785061 40.85267980441679, -73.91398180992037 40.852619935612594, -73.91404161113493 40.85256442885308, -73.91409281224371 40.85251690662167, -73.91378334498343 40.85233017941729, -73.91335412401651 40.852728572162995)))",,,,,,,,XGT049,46,31,Not GreenThumb,10453
